Server ID,Operating System,OS Version,Decommission Deadline,Decommission Status,Location,Server Age,Usage,Criticality,Replacement Plan,Data Migration Status,Responsible Team,Maintenance History,Performance Metrics,Hardware Specs,Software Dependencies,Compliance Requirements,Security Risks,Maintenance Cost,Energy Consumption,Virtualization Suitability,Backup Status,Disaster Recovery Plan,Stakeholder Feedback,Project Milestones,Vendor Support,Environmental Impact,End-of-Life Date,Notes,Last Updated
Srv788,Windows Server,8,2/02/2025,In Progress,Data Center,6 years,Web Server,Medium,No,In Progress,Web Team,Quarterly checks,99.7% uptime,"16GB RAM, 1TB HDD",None,HIPAA Compliance,None,$2942/year,452W,Yes,Not Configured,Offsite backup plan,No issues,Q3 Risk Assessment,Unsupported,Recycling planned,30/04/2027,See notes for more details,28/08/2024
Srv789,Linux,Red Hat Enterprise Linux,23/02/2026,On Hold,Cloud,6 years,Database Server,Medium,No,N/A,Team Development Team,Quarterly checks,99.29% uptime,"32GB RAM, 2TB SSD",SQL Server,HIPAA Compliance,High,$2327/year,561W,No,Incomplete,Offsite backup plan,No issues,Q3 Risk Assessment,Active,Hardware recycling,20/08/2029,See notes,28/08/2024
Srv790,Linux,Windows Server 2016,11/11/2025,Not Started,On-Premise,3 years,Development Server,High,No,Not Started,Team IT Operations,Monthly updates,99.54% uptime,"32GB RAM, 2TB SSD",SQL Server,GDPR Compliance,Moderate,$2093/year,352W,No,Up-to-date,Not applicable,Need faster replacement,Q2 Budget Planning,Active,-,13/02/2029,See notes,28/08/2024
Srv791,Windows Server,Red Hat Enterprise Linux,28/08/2026,Decommissioned,On-Premise,2 years,Database Server,Medium,Yes,N/A,Team IT Operations,Annual maintenance,99.75% uptime,"16GB RAM, 1TB HDD",SQL Server,GDPR Compliance,Moderate,$1273/year,275W,No,Incomplete,Offsite backup plan,No issues,Q2 Budget Planning,End of Support,Recycling planned,22/11/2025,-,28/08/2024
Srv792,Linux,Windows Server 2016,1/04/2025,Decommissioned,Data Center,3 years,Development Server,High,No,Not Started,Team Analytics Team,Monthly updates,99.57% uptime,"16GB RAM, 1TB HDD",Apache,None,None,$6614/year,482W,No,Not Configured,Not applicable,Need faster replacement,Q2 Budget Planning,End of Support,Recycling planned,17/02/2029,See notes,28/08/2024
Srv793,Linux,Red Hat Enterprise Linux,4/03/2027,Delayed,On-Premise,9 years,Database Server,Medium,No,In Progress,Team Development Team,Annual maintenance,99.01% uptime,"8GB RAM, 500GB SSD",SQL Server,GDPR Compliance,High,$1806/year,447W,Yes,Not Configured,Defined,Concerns about data migration,Q1 Server Review,End of Support,Hardware recycling,21/01/2029,-,28/08/2024
Srv794,Linux,Red Hat Enterprise Linux,4/04/2025,In Progress,Cloud,9 years,Application Server,High,Yes,Not Started,Team Analytics Team,Monthly updates,99.01% uptime,"16GB RAM, 1TB HDD",MySQL,HIPAA Compliance,None,$1909/year,267W,Yes,Not Configured,Not applicable,Need faster replacement,Q2 Budget Planning,Active,Hardware recycling,23/04/2027,-,28/08/2024
Srv795,Windows Server,Ubuntu 20.04,29/10/2024,Delayed,Cloud,5 years,File Storage,High,Yes,In Progress,Team Analytics Team,Monthly updates,99.06% uptime,"8GB RAM, 500GB SSD",SQL Server,None,None,$5684/year,239W,Yes,Up-to-date,Defined,No issues,Q2 Budget Planning,End of Support,-,14/03/2027,-,28/08/2024
Srv796,Linux,Red Hat Enterprise Linux,3/03/2027,On Hold,Cloud,6 years,Web Server,High,Yes,Not Started,Team Analytics Team,Monthly updates,99.98% uptime,"8GB RAM, 500GB SSD",Apache,None,Moderate,$2984/year,428W,Yes,Up-to-date,Not applicable,Concerns about data migration,Q2 Budget Planning,Active,Hardware recycling,28/01/2029,-,28/08/2024
Srv797,Windows Server,Windows Server 2016,19/10/2025,In Progress,Cloud,6 years,Database Server,Medium,No,Not Started,Team IT Operations,Annual maintenance,99.50% uptime,"16GB RAM, 1TB HDD",SQL Server,HIPAA Compliance,None,$3978/year,218W,No,Not Configured,Offsite backup plan,Concerns about data migration,Q1 Server Review,Active,-,1/01/2028,See notes,28/08/2024
Srv798,Linux,Red Hat Enterprise Linux,13/11/2025,Unknown,Data Center,10 years,File Storage,Low,Yes,N/A,Team Development Team,Annual maintenance,99.01% uptime,"16GB RAM, 1TB HDD",Apache,None,Moderate,$5241/year,214W,Yes,Not Configured,Defined,No issues,Q1 Server Review,Active,Recycling planned,4/11/2024,See notes,28/08/2024
Srv799,Windows Server,Ubuntu 20.04,26/03/2025,In Progress,Data Center,9 years,Database Server,Medium,Yes,Not Started,Team Development Team,Monthly updates,99.93% uptime,"32GB RAM, 2TB SSD",Apache,GDPR Compliance,None,$5328/year,401W,Yes,Up-to-date,Not applicable,Need faster replacement,Q3 Risk Assessment,Unsupported,-,28/06/2029,See notes,28/08/2024
Srv800,Linux,Ubuntu 20.04,28/10/2026,On Hold,Data Center,10 years,Database Server,Low,No,N/A,Team Analytics Team,Annual maintenance,99.88% uptime,"8GB RAM, 500GB SSD",None,GDPR Compliance,Moderate,$6813/year,269W,No,Up-to-date,Offsite backup plan,Concerns about data migration,Q1 Server Review,End of Support,-,26/05/2027,See notes,28/08/2024
Srv801,Windows Server,Ubuntu 20.04,31/01/2027,Decommissioned,Cloud,4 years,Database Server,Low,Yes,N/A,Team Analytics Team,Monthly updates,99.79% uptime,"16GB RAM, 1TB HDD",Apache,GDPR Compliance,High,$4760/year,257W,No,Not Configured,Not applicable,No issues,Q3 Risk Assessment,Active,Recycling planned,11/06/2029,-,28/08/2024
Srv802,Windows Server,Windows Server 2016,24/12/2025,Delayed,Cloud,5 years,Database Server,Low,Yes,In Progress,Team IT Operations,Annual maintenance,99.31% uptime,"16GB RAM, 1TB HDD",Apache,GDPR Compliance,Moderate,$6812/year,385W,No,Incomplete,Defined,No issues,Q3 Risk Assessment,Unsupported,Recycling planned,17/02/2028,See notes,28/08/2024
Srv803,Windows Server,Ubuntu 20.04,23/03/2025,Delayed,Cloud,1 years,File Storage,Medium,Yes,N/A,Team IT Operations,Monthly updates,99.47% uptime,"8GB RAM, 500GB SSD",None,HIPAA Compliance,High,$1403/year,245W,No,Up-to-date,Offsite backup plan,Need faster replacement,Q2 Budget Planning,End of Support,Recycling planned,2/06/2029,-,28/08/2024
Srv804,Windows Server,Ubuntu 20.04,4/12/2026,Delayed,On-Premise,9 years,Database Server,Medium,No,In Progress,Team Development Team,Monthly updates,99.95% uptime,"16GB RAM, 1TB HDD",SQL Server,HIPAA Compliance,High,$3788/year,385W,No,Incomplete,Not applicable,Concerns about data migration,Q2 Budget Planning,End of Support,Recycling planned,17/04/2026,-,28/08/2024
Srv805,Windows Server,Ubuntu 20.04,30/03/2025,Delayed,Cloud,5 years,Development Server,Medium,No,In Progress,Team Development Team,Annual maintenance,99.90% uptime,"32GB RAM, 2TB SSD",Apache,GDPR Compliance,High,$5037/year,398W,Yes,Not Configured,Not applicable,Concerns about data migration,Q3 Risk Assessment,End of Support,-,6/01/2026,See notes,28/08/2024
Srv806,Linux,Red Hat Enterprise Linux,14/05/2026,Unknown,Cloud,7 years,Development Server,Medium,Yes,Completed,Team Analytics Team,Quarterly checks,99.00% uptime,"32GB RAM, 2TB SSD",Apache,GDPR Compliance,None,$5258/year,520W,Yes,Up-to-date,Offsite backup plan,No issues,Q3 Risk Assessment,Unsupported,-,30/10/2029,-,28/08/2024
Srv807,Windows Server,Windows Server 2016,11/02/2027,In Progress,Data Center,7 years,Web Server,Low,Yes,Completed,Team Development Team,Monthly updates,99.78% uptime,"32GB RAM, 2TB SSD",MySQL,GDPR Compliance,High,$1335/year,354W,Yes,Not Configured,Defined,Concerns about data migration,Q1 Server Review,Unsupported,Recycling planned,21/12/2026,-,28/08/2024
Srv808,Windows Server,Ubuntu 20.04,18/04/2025,Unknown,On-Premise,4 years,Development Server,Medium,Yes,In Progress,Team Development Team,Quarterly checks,99.74% uptime,"32GB RAM, 2TB SSD",None,GDPR Compliance,None,$1933/year,434W,No,Incomplete,Offsite backup plan,No issues,Q1 Server Review,Unsupported,-,6/08/2026,-,28/08/2024
Srv809,Windows Server,Red Hat Enterprise Linux,15/10/2026,Decommissioned,Cloud,3 years,Database Server,Low,No,Not Started,Team Analytics Team,Quarterly checks,99.43% uptime,"16GB RAM, 1TB HDD",None,None,None,$6770/year,534W,No,Not Configured,Offsite backup plan,Need faster replacement,Q2 Budget Planning,Active,Recycling planned,6/07/2027,-,28/08/2024
Srv810,Linux,Windows Server 2016,9/08/2025,Not Started,On-Premise,2 years,Database Server,Medium,No,N/A,Team IT Operations,Quarterly checks,99.28% uptime,"8GB RAM, 500GB SSD",Apache,HIPAA Compliance,Moderate,$3890/year,542W,Yes,Up-to-date,Not applicable,Concerns about data migration,Q3 Risk Assessment,End of Support,Recycling planned,19/04/2026,See notes,28/08/2024
Srv811,Linux,Windows Server 2016,25/10/2025,Unknown,On-Premise,2 years,Application Server,Medium,No,In Progress,Team Analytics Team,Annual maintenance,99.89% uptime,"8GB RAM, 500GB SSD",None,HIPAA Compliance,High,$1892/year,523W,Yes,Up-to-date,Defined,Need faster replacement,Q2 Budget Planning,Active,-,5/07/2028,-,28/08/2024
Srv812,Windows Server,Red Hat Enterprise Linux,27/08/2026,Unknown,On-Premise,3 years,File Storage,Low,No,Not Started,Team Analytics Team,Monthly updates,99.92% uptime,"32GB RAM, 2TB SSD",Apache,None,High,$2404/year,509W,No,Up-to-date,Defined,No issues,Q3 Risk Assessment,Unsupported,-,6/11/2027,-,28/08/2024
Srv813,Windows Server,Windows Server 2016,30/08/2026,Delayed,Data Center,4 years,File Storage,High,Yes,Not Started,Team Analytics Team,Quarterly checks,99.34% uptime,"8GB RAM, 500GB SSD",Apache,None,None,$1647/year,249W,Yes,Up-to-date,Defined,Concerns about data migration,Q3 Risk Assessment,Unsupported,Hardware recycling,25/09/2029,See notes,28/08/2024
Srv814,Linux,Windows Server 2016,14/12/2024,Unknown,On-Premise,5 years,Database Server,High,No,N/A,Team IT Operations,Monthly updates,99.15% uptime,"32GB RAM, 2TB SSD",MySQL,HIPAA Compliance,None,$2548/year,308W,Yes,Up-to-date,Defined,No issues,Q2 Budget Planning,End of Support,-,11/05/2028,See notes,28/08/2024
Srv815,Windows Server,Windows Server 2016,27/10/2025,Unknown,Cloud,5 years,Database Server,High,No,In Progress,Team Analytics Team,Monthly updates,99.18% uptime,"8GB RAM, 500GB SSD",Apache,HIPAA Compliance,High,$3435/year,231W,No,Not Configured,Defined,Need faster replacement,Q2 Budget Planning,End of Support,Hardware recycling,6/11/2024,See notes,28/08/2024
Srv816,Linux,Red Hat Enterprise Linux,10/02/2025,On Hold,Data Center,3 years,Database Server,Low,Yes,Completed,Team Development Team,Monthly updates,99.31% uptime,"16GB RAM, 1TB HDD",MySQL,None,Moderate,$1015/year,260W,No,Up-to-date,Defined,Concerns about data migration,Q2 Budget Planning,Unsupported,Hardware recycling,9/03/2029,See notes,28/08/2024
Srv817,Linux,Red Hat Enterprise Linux,20/02/2025,Decommissioned,On-Premise,3 years,Database Server,Low,No,In Progress,Team Development Team,Monthly updates,99.16% uptime,"16GB RAM, 1TB HDD",Apache,GDPR Compliance,High,$4844/year,360W,Yes,Up-to-date,Offsite backup plan,Need faster replacement,Q3 Risk Assessment,End of Support,-,19/05/2026,See notes,28/08/2024
Srv818,Windows Server 2008,30/06/1905 0:00,10/10/2025 0:00,Unknown,On-Premise,10 years,File Storage,Low,Yes,Delayed,Web Team,Monthly updates,99.98% uptime,"16GB RAM, 2TB HDD",Apache,None,Moderate,$4000/year,350W,No,Incomplete,Defined,No issues,Q2 Budget Planning,Active,Hardware recycling,26/02/2023 0:00,-,16/02/2024 0:00
Srv819,Windows Server,Windows Server 2016,15/02/2025,In Progress,On-Premise,3 years,Application Server,Medium,No,In Progress,Team Analytics Team,Quarterly checks,99.22% uptime,"16GB RAM, 1TB HDD",None,HIPAA Compliance,High,$3666/year,210W,No,Not Configured,Defined,Concerns about data migration,Q1 Server Review,End of Support,Recycling planned,27/07/2029,See notes,28/08/2024
Srv820,Linux,Ubuntu 20.04,15/09/2026,Not Started,On-Premise,10 years,Database Server,Medium,Yes,In Progress,Team Development Team,Monthly updates,99.14% uptime,"32GB RAM, 2TB SSD",None,None,High,$5508/year,339W,Yes,Up-to-date,Defined,No issues,Q2 Budget Planning,Active,Recycling planned,7/09/2027,-,28/08/2024
Srv821,Windows Server,Red Hat Enterprise Linux,8/08/2025,On Hold,Data Center,8 years,Development Server,Low,No,N/A,Team IT Operations,Annual maintenance,99.13% uptime,"16GB RAM, 1TB HDD",MySQL,None,None,$2189/year,223W,No,Up-to-date,Offsite backup plan,No issues,Q3 Risk Assessment,Unsupported,-,31/07/2029,-,28/08/2024
Srv822,Windows Server,Red Hat Enterprise Linux,5/10/2024,Unknown,On-Premise,2 years,Database Server,Low,Yes,Not Started,Team Development Team,Monthly updates,99.44% uptime,"16GB RAM, 1TB HDD",SQL Server,GDPR Compliance,Moderate,$2425/year,243W,No,Not Configured,Defined,No issues,Q3 Risk Assessment,End of Support,Hardware recycling,14/10/2025,See notes,28/08/2024
Srv823,Windows Server,Windows Server 2016,29/01/2026,Not Started,Data Center,2 years,Web Server,Low,Yes,Not Started,Team Analytics Team,Monthly updates,99.78% uptime,"16GB RAM, 1TB HDD",SQL Server,HIPAA Compliance,Moderate,$4910/year,596W,Yes,Not Configured,Defined,Concerns about data migration,Q2 Budget Planning,End of Support,-,25/09/2027,See notes,28/08/2024
Srv824,Linux,Ubuntu 20.04,20/10/2025,Unknown,Cloud,7 years,File Storage,Medium,No,Completed,Team IT Operations,Monthly updates,99.46% uptime,"32GB RAM, 2TB SSD",Apache,GDPR Compliance,None,$3259/year,367W,No,Incomplete,Offsite backup plan,Concerns about data migration,Q1 Server Review,Unsupported,-,12/02/2030,-,28/08/2024
Srv825,Windows Server,Red Hat Enterprise Linux,19/04/2027,Decommissioned,Cloud,5 years,Development Server,High,Yes,Completed,Team IT Operations,Monthly updates,99.74% uptime,"16GB RAM, 1TB HDD",MySQL,HIPAA Compliance,High,$3784/year,465W,No,Not Configured,Offsite backup plan,Need faster replacement,Q1 Server Review,End of Support,Hardware recycling,7/12/2027,See notes,28/08/2024
Srv826,Windows Server,Windows Server 2016,29/10/2026,Not Started,On-Premise,10 years,Web Server,Low,No,N/A,Team IT Operations,Annual maintenance,99.28% uptime,"16GB RAM, 1TB HDD",None,GDPR Compliance,High,$2634/year,385W,Yes,Not Configured,Offsite backup plan,No issues,Q3 Risk Assessment,Active,Hardware recycling,23/10/2028,-,28/08/2024
Srv827,Windows Server,Windows Server 2016,22/07/2026,In Progress,Cloud,7 years,Development Server,Medium,Yes,Not Started,Team IT Operations,Quarterly checks,99.92% uptime,"16GB RAM, 1TB HDD",Apache,None,High,$4315/year,299W,No,Not Configured,Not applicable,No issues,Q1 Server Review,Active,Hardware recycling,2/02/2030,See notes,28/08/2024
Srv828,Windows Server,Windows Server 2016,13/01/2025,Delayed,On-Premise,9 years,Development Server,High,No,Completed,Team Development Team,Quarterly checks,99.46% uptime,"32GB RAM, 2TB SSD",Apache,None,None,$5857/year,306W,Yes,Up-to-date,Not applicable,No issues,Q2 Budget Planning,Active,Recycling planned,26/09/2028,-,28/08/2024
Srv829,Windows Server,Windows Server 2016,20/06/2026,On Hold,Cloud,6 years,Development Server,Medium,Yes,N/A,Team IT Operations,Annual maintenance,99.07% uptime,"8GB RAM, 500GB SSD",MySQL,HIPAA Compliance,None,$5357/year,412W,No,Incomplete,Defined,Concerns about data migration,Q2 Budget Planning,Active,-,25/05/2027,See notes,28/08/2024
Srv830,Windows Server,Windows Server 2016,18/12/2024,In Progress,Data Center,6 years,Development Server,Medium,Yes,In Progress,Team Development Team,Monthly updates,99.05% uptime,"8GB RAM, 500GB SSD",SQL Server,GDPR Compliance,High,$6003/year,325W,No,Not Configured,Defined,Concerns about data migration,Q1 Server Review,Unsupported,Hardware recycling,9/06/2029,-,28/08/2024
Srv831,Windows Server,Windows Server 2016,5/06/2025,Not Started,Cloud,5 years,Development Server,High,No,N/A,Team Analytics Team,Annual maintenance,99.55% uptime,"32GB RAM, 2TB SSD",MySQL,GDPR Compliance,Moderate,$6573/year,337W,No,Up-to-date,Defined,No issues,Q1 Server Review,Active,-,23/11/2029,-,28/08/2024
Srv832,Windows Server,Windows Server 2016,29/09/2024,On Hold,Cloud,2 years,Development Server,High,No,In Progress,Team Development Team,Monthly updates,99.23% uptime,"32GB RAM, 2TB SSD",MySQL,GDPR Compliance,Moderate,$2109/year,369W,No,Not Configured,Offsite backup plan,Concerns about data migration,Q3 Risk Assessment,End of Support,-,16/03/2029,-,28/08/2024
Srv833,Windows Server,Red Hat Enterprise Linux,23/08/2026,Not Started,Cloud,3 years,Web Server,Low,No,Completed,Team IT Operations,Annual maintenance,99.54% uptime,"8GB RAM, 500GB SSD",None,HIPAA Compliance,Moderate,$1282/year,378W,No,Not Configured,Offsite backup plan,Need faster replacement,Q1 Server Review,End of Support,Recycling planned,7/09/2028,-,28/08/2024
Srv834,Windows Server,Red Hat Enterprise Linux,18/02/2027,On Hold,Cloud,3 years,Database Server,High,No,Completed,Team IT Operations,Quarterly checks,99.16% uptime,"32GB RAM, 2TB SSD",SQL Server,HIPAA Compliance,None,$6135/year,217W,No,Not Configured,Defined,No issues,Q3 Risk Assessment,End of Support,Hardware recycling,10/11/2027,-,28/08/2024
Srv835,Windows Server 2012 R2,2012 R2,16/07/2023 0:00,Not Started,Cloud,5 years,Web Server,Low,No,Not Started,Storage Team,Annual maintenance,99.96% uptime,"4GB RAM, 500GB HDD",None,HIPAA Compliance,High,$3000/year,400W,No,Not Configured,Offsite backup plan,Need faster replacement,Q1 Server Review,Unsupported,Hardware recycling,15/09/2024 0:00,-,16/02/2024 0:00
Srv836,Windows Server,Ubuntu 20.04,3/06/2025,Unknown,Cloud,10 years,Development Server,Low,Yes,Not Started,Team Development Team,Annual maintenance,99.11% uptime,"16GB RAM, 1TB HDD",MySQL,HIPAA Compliance,Moderate,$5203/year,237W,Yes,Not Configured,Defined,Need faster replacement,Q3 Risk Assessment,Unsupported,Recycling planned,12/10/2025,-,28/08/2024
Srv837,Linux,Red Hat Enterprise Linux,14/01/2026,Delayed,Cloud,4 years,File Storage,High,Yes,Completed,Team IT Operations,Monthly updates,99.05% uptime,"8GB RAM, 500GB SSD",MySQL,None,Moderate,$6890/year,228W,Yes,Up-to-date,Offsite backup plan,Concerns about data migration,Q1 Server Review,Unsupported,Hardware recycling,27/12/2027,-,28/08/2024
Srv838,Linux,Ubuntu 20.04,26/05/2026,In Progress,Cloud,7 years,Development Server,Medium,No,Completed,Team Analytics Team,Quarterly checks,99.31% uptime,"32GB RAM, 2TB SSD",SQL Server,None,Moderate,$2835/year,590W,No,Incomplete,Offsite backup plan,No issues,Q1 Server Review,End of Support,Hardware recycling,26/10/2025,See notes,28/08/2024
Srv839,Windows Server,Ubuntu 20.04,6/11/2025,Delayed,Cloud,7 years,File Storage,Low,No,N/A,Team Development Team,Monthly updates,99.36% uptime,"32GB RAM, 2TB SSD",None,GDPR Compliance,High,$4047/year,246W,No,Up-to-date,Defined,Need faster replacement,Q2 Budget Planning,End of Support,-,30/12/2028,-,28/08/2024
Srv840,Linux,Ubuntu 20.04,31/05/2025,Not Started,Cloud,7 years,Database Server,Medium,No,Not Started,Team IT Operations,Annual maintenance,99.63% uptime,"8GB RAM, 500GB SSD",SQL Server,None,None,$3143/year,468W,Yes,Incomplete,Offsite backup plan,Concerns about data migration,Q3 Risk Assessment,Unsupported,Recycling planned,1/05/2028,-,28/08/2024
Srv841,Linux,Windows Server 2016,23/11/2024,On Hold,Data Center,2 years,Development Server,High,No,Completed,Team Development Team,Quarterly checks,99.85% uptime,"32GB RAM, 2TB SSD",Apache,GDPR Compliance,High,$2363/year,560W,No,Up-to-date,Defined,No issues,Q3 Risk Assessment,End of Support,Recycling planned,28/02/2025,See notes,28/08/2024
Srv842,Windows Server,Ubuntu 20.04,1/11/2026,Decommissioned,Cloud,8 years,Database Server,High,No,In Progress,Team Development Team,Monthly updates,99.94% uptime,"8GB RAM, 500GB SSD",SQL Server,GDPR Compliance,Moderate,$3289/year,252W,Yes,Incomplete,Offsite backup plan,No issues,Q1 Server Review,Active,Hardware recycling,31/05/2028,See notes,28/08/2024
Srv843,Windows Server,Windows Server 2016,3/07/2026,In Progress,Cloud,6 years,Application Server,Low,No,N/A,Team IT Operations,Monthly updates,99.96% uptime,"8GB RAM, 500GB SSD",Apache,HIPAA Compliance,None,$5783/year,563W,No,Not Configured,Offsite backup plan,Concerns about data migration,Q1 Server Review,End of Support,-,24/06/2026,See notes,28/08/2024
Srv844,Windows Server,Red Hat Enterprise Linux,3/03/2025,Decommissioned,Cloud,3 years,Development Server,High,Yes,N/A,Team IT Operations,Monthly updates,99.33% uptime,"32GB RAM, 2TB SSD",None,HIPAA Compliance,None,$1005/year,280W,No,Up-to-date,Not applicable,No issues,Q2 Budget Planning,Unsupported,-,20/10/2026,-,28/08/2024
Srv845,Linux,Red Hat Enterprise Linux,20/06/2025,In Progress,Cloud,6 years,Development Server,Medium,Yes,N/A,Team Analytics Team,Annual maintenance,99.53% uptime,"16GB RAM, 1TB HDD",Apache,HIPAA Compliance,High,$3007/year,400W,No,Up-to-date,Defined,Concerns about data migration,Q1 Server Review,Active,Recycling planned,6/05/2028,-,28/08/2024
Srv846,Windows Server,Ubuntu 20.04,16/05/2027,Decommissioned,Cloud,7 years,Application Server,High,Yes,Not Started,Team Analytics Team,Quarterly checks,99.77% uptime,"32GB RAM, 2TB SSD",SQL Server,GDPR Compliance,High,$4823/year,206W,Yes,Not Configured,Offsite backup plan,No issues,Q2 Budget Planning,Unsupported,-,26/09/2026,-,28/08/2024
Srv847,Windows Server,Windows Server 2016,30/08/2026,Decommissioned,Cloud,3 years,File Storage,Low,Yes,N/A,Team Development Team,Annual maintenance,99.83% uptime,"32GB RAM, 2TB SSD",SQL Server,GDPR Compliance,None,$5617/year,572W,Yes,Incomplete,Defined,No issues,Q3 Risk Assessment,Active,Recycling planned,13/01/2029,-,28/08/2024
Srv848,Windows Server,Windows Server 2016,7/08/2025,Unknown,Cloud,6 years,Database Server,Medium,No,In Progress,Team Development Team,Monthly updates,99.50% uptime,"32GB RAM, 2TB SSD",None,GDPR Compliance,Moderate,$4141/year,585W,No,Up-to-date,Offsite backup plan,Concerns about data migration,Q1 Server Review,Unsupported,-,22/02/2027,-,28/08/2024
Srv849,Windows Server,Ubuntu 20.04,4/11/2025,Delayed,On-Premise,6 years,File Storage,High,No,N/A,Team Analytics Team,Annual maintenance,99.15% uptime,"32GB RAM, 2TB SSD",MySQL,HIPAA Compliance,Moderate,$1970/year,258W,No,Incomplete,Not applicable,No issues,Q2 Budget Planning,Unsupported,Hardware recycling,20/11/2026,-,28/08/2024
Srv850,Windows Server,Red Hat Enterprise Linux,16/11/2026,Decommissioned,On-Premise,10 years,Database Server,Medium,Yes,In Progress,Team IT Operations,Annual maintenance,99.42% uptime,"8GB RAM, 500GB SSD",Apache,HIPAA Compliance,High,$3958/year,514W,Yes,Up-to-date,Defined,No issues,Q3 Risk Assessment,Unsupported,Recycling planned,15/01/2027,See notes,28/08/2024
Srv851,Windows Server,Ubuntu 20.04,9/09/2026,Decommissioned,Data Center,9 years,Web Server,Medium,Yes,N/A,Team Development Team,Quarterly checks,99.53% uptime,"16GB RAM, 1TB HDD",Apache,GDPR Compliance,None,$3201/year,536W,No,Not Configured,Offsite backup plan,Need faster replacement,Q2 Budget Planning,Unsupported,-,24/09/2028,See notes,28/08/2024
Srv852,Windows Server,Red Hat Enterprise Linux,26/11/2024,Unknown,Data Center,5 years,Application Server,Medium,Yes,Not Started,Team Development Team,Annual maintenance,99.36% uptime,"16GB RAM, 1TB HDD",MySQL,None,Moderate,$1650/year,474W,No,Not Configured,Defined,No issues,Q1 Server Review,End of Support,Hardware recycling,3/07/2029,-,28/08/2024
Srv853,Linux,Red Hat Enterprise Linux,3/02/2025,On Hold,On-Premise,5 years,Database Server,Low,Yes,Completed,Team Development Team,Quarterly checks,99.53% uptime,"16GB RAM, 1TB HDD",Apache,GDPR Compliance,None,$3607/year,407W,Yes,Up-to-date,Not applicable,Concerns about data migration,Q2 Budget Planning,End of Support,Hardware recycling,26/08/2027,See notes,28/08/2024
Srv854,Linux,Red Hat Enterprise Linux,25/02/2027,On Hold,On-Premise,3 years,Database Server,High,Yes,Completed,Team Development Team,Quarterly checks,99.11% uptime,"32GB RAM, 2TB SSD",None,GDPR Compliance,Moderate,$2055/year,540W,Yes,Not Configured,Defined,No issues,Q1 Server Review,End of Support,-,2/06/2025,-,28/08/2024
Srv855,Windows Server,Ubuntu 20.04,31/01/2027,Not Started,On-Premise,2 years,File Storage,Low,No,N/A,Team Development Team,Quarterly checks,99.22% uptime,"8GB RAM, 500GB SSD",None,GDPR Compliance,Moderate,$2997/year,238W,Yes,Up-to-date,Defined,Concerns about data migration,Q2 Budget Planning,Unsupported,Recycling planned,18/01/2030,See notes,28/08/2024
Srv856,Windows Server,Ubuntu 20.04,25/06/2026,On Hold,On-Premise,7 years,Application Server,Low,No,Not Started,Team Analytics Team,Annual maintenance,99.24% uptime,"16GB RAM, 1TB HDD",MySQL,None,None,$4416/year,486W,Yes,Up-to-date,Defined,Concerns about data migration,Q2 Budget Planning,Active,Hardware recycling,25/02/2025,See notes,28/08/2024
Srv857,Windows Server,Red Hat Enterprise Linux,11/06/2026,Not Started,Cloud,1 years,Development Server,Medium,No,N/A,Team Development Team,Monthly updates,99.24% uptime,"8GB RAM, 500GB SSD",Apache,HIPAA Compliance,Moderate,$2749/year,238W,No,Incomplete,Offsite backup plan,No issues,Q2 Budget Planning,Unsupported,-,28/08/2027,-,28/08/2024
Srv858,Linux,Red Hat Enterprise Linux,27/02/2025,Decommissioned,Cloud,5 years,Web Server,Low,Yes,In Progress,Team IT Operations,Annual maintenance,99.22% uptime,"8GB RAM, 500GB SSD",SQL Server,GDPR Compliance,Moderate,$1404/year,461W,Yes,Up-to-date,Offsite backup plan,No issues,Q2 Budget Planning,Active,Hardware recycling,23/04/2027,-,28/08/2024
Srv859,Linux,Ubuntu 20.04,25/04/2027,On Hold,Data Center,3 years,Web Server,Medium,Yes,Completed,Team IT Operations,Annual maintenance,99.99% uptime,"16GB RAM, 1TB HDD",Apache,GDPR Compliance,Moderate,$3357/year,224W,Yes,Not Configured,Not applicable,Need faster replacement,Q1 Server Review,Unsupported,Recycling planned,1/08/2025,-,28/08/2024
Srv860,Windows Server,Windows Server 2016,3/09/2026,Unknown,Data Center,2 years,Web Server,Low,No,Completed,Team Analytics Team,Annual maintenance,99.28% uptime,"8GB RAM, 500GB SSD",Apache,HIPAA Compliance,None,$3124/year,425W,No,Up-to-date,Offsite backup plan,Concerns about data migration,Q1 Server Review,Active,-,5/10/2024,-,28/08/2024
Srv861,Linux,Ubuntu 20.04,26/02/2027,Delayed,On-Premise,7 years,Application Server,High,Yes,N/A,Team Development Team,Quarterly checks,99.19% uptime,"8GB RAM, 500GB SSD",SQL Server,None,High,$5138/year,417W,Yes,Up-to-date,Offsite backup plan,Concerns about data migration,Q3 Risk Assessment,Active,Recycling planned,13/01/2027,See notes,28/08/2024
Srv862,Linux,Ubuntu 20.04,10/11/2026,In Progress,Data Center,1 years,File Storage,Low,Yes,Completed,Team IT Operations,Annual maintenance,99.22% uptime,"32GB RAM, 2TB SSD",None,None,None,$6982/year,533W,Yes,Up-to-date,Offsite backup plan,Concerns about data migration,Q1 Server Review,End of Support,Recycling planned,20/04/2029,See notes,28/08/2024
